Manufacturer,Type,Serial Number,Description,Measured Quantity,Nominal sensitivity,Actual sensitivity,Sensitivity unit,Offset,Electrical Unit,Polarity,Due for Calibration,Calibration valid for
KISTLER,Accelerometer,1102050Z,9251A,Acceleration,#N/A,3.818,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825889X,9251A,Acceleration,#N/A,8.01,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825889Y,9251A,Acceleration,#N/A,8.022,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825889Z,9251A,Acceleration,#N/A,3.84,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825895X,9251A,Acceleration,#N/A,8,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825895Y,9251A,Acceleration,#N/A,8.018,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825895Z,9251A,Acceleration,#N/A,3.842,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1825898X,9251A,Acceleration,#N/A,8.014,pC/N,0,pC,+,11/05/2013,12
KISTLER,Accelerometer,1825898Y,9251A,Acceleration,#N/A,8.017,pC/N,0,pC,+,11/05/2013,12
KISTLER,Accelerometer,1825898Z,9251A,Acceleration,#N/A,3.851,pC/N,0,pC,+,11/05/2013,12
KISTLER,Accelerometer,1825903X,9251A,Acceleration,#N/A,7.985,pC/N,0,pC,+,11/05/2013,12
KISTLER,Accelerometer,1825903Y,9251A,Acceleration,#N/A,7.985,pC/N,0,pC,+,11/05/2013,12
KISTLER,Accelerometer,1825903Z,9251A,Acceleration,#N/A,3.84,pC/N,0,pC,+,11/05/2013,12
KISTLER,Accelerometer,370335X,9251A,Acceleration,#N/A,7.974,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,370335Y,9251A,Acceleration,#N/A,8.011,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,370335Z,9251A,Acceleration,#N/A,3.844,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1804928X,9252A,Acceleration,#N/A,8.014,pC/N,0,pC,+,12/05/2013,12
KISTLER,Accelerometer,1804928Y,9252A,Acceleration,#N/A,8.004,pC/N,0,pC,+,12/05/2013,12
KISTLER,Accelerometer,1804928Z,9252A,Acceleration,#N/A,3.836,pC/N,0,pC,+,12/05/2013,12
KISTLER,Accelerometer,1804936X,9252A,Acceleration,#N/A,8.006,pC/N,0,pC,+,12/05/2013,12
KISTLER,Accelerometer,1804936Y,9252A,Acceleration,#N/A,7.986,pC/N,0,pC,+,12/05/2013,12
KISTLER,Accelerometer,1804936Z,9252A,Acceleration,#N/A,3.83,pC/N,0,pC,+,12/05/2013,12
KISTLER,Accelerometer,1828779X,9252A,Acceleration,#N/A,8.019,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1828779Y,9252A,Acceleration,#N/A,8.024,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1828779Z,9252A,Acceleration,#N/A,3.847,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1828795X,9252A,Acceleration,#N/A,8.014,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1828795Y,9252A,Acceleration,#N/A,8.017,pC/N,0,pC,+,29/07/2012,12
KISTLER,Accelerometer,1828795Z,9252A,Acceleration,#N/A,3.847,pC/N,0,pC,+,29/07/2012,12
PCB,Accelerometer,26971,208C01,Acceleration,112410,112410,mV/kN,0,mV,+,18/08/2009,12
PCB,Accelerometer,27010,208C02,Acceleration,11241,11241,mV/kN,0,mV,+,18/08/2009,12
PCB,Accelerometer,27011,208C02,Acceleration,11241,11241,mV/kN,0,mV,+,18/08/2009,12
PCB,Accelerometer,1597X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1597Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1597Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1642X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1642Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1642Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1643X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1643Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1643Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1644X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1644Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1644Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1645X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1645Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1645Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1646X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1646Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1646Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1647X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1647Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1647Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1648X,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1648Y,260A12,Acceleration,7.19,7.19,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,1648Z,260A12,Acceleration,7.19,3.37,pC/N,0,pC,+,18/08/2009,12
PCB,Accelerometer,29381X,350B50,Acceleration,#N/A,0.521,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,29381Y,350B50,Acceleration,#N/A,0.527,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,29381Z,350B50,Acceleration,#N/A,0.535,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30445X,350B50,Acceleration,#N/A,0.539,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30445Y,350B50,Acceleration,#N/A,0.501,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30445Z,350B50,Acceleration,#N/A,0.53,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30446X,350B50,Acceleration,#N/A,0.468,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30446Y,350B50,Acceleration,#N/A,0.539,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30446Z,350B50,Acceleration,#N/A,0.55,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30447X,350B50,Acceleration,#N/A,0.495,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30447Y,350B50,Acceleration,#N/A,0.513,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30447Z,350B50,Acceleration,#N/A,0.517,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30448X,350B50,Acceleration,#N/A,0.545,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30448Y,350B50,Acceleration,#N/A,0.498,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30448Z,350B50,Acceleration,#N/A,0.522,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30449X,350B50,Acceleration,#N/A,0.521,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30449Y,350B50,Acceleration,#N/A,0.498,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,30449Z,350B50,Acceleration,#N/A,0.509,mV/g,0,mV,+,13/08/2010,12
PCB,Accelerometer,31923X,350B50,Acceleration,#N/A,0.542717985,mV/g,0,mV,+,10/06/2014,12
PCB,Accelerometer,31923Y,350B50,Acceleration,#N/A,0.502999005,mV/g,0,mV,+,10/06/2014,12
PCB,Accelerometer,31923Z,350B50,Acceleration,#N/A,0.502211878,mV/g,0,mV,+,07/06/2014,12
PCB,Accelerometer,31925X,350B50,Acceleration,#N/A,0.537361187,mV/g,0,mV,+,10/06/2014,12
PCB,Accelerometer,31925Y,350B50,Acceleration,#N/A,0.567506147,mV/g,0,mV,+,10/06/2014,12
PCB,Accelerometer,31925Z,350B50,Acceleration,#N/A,0.513434647,mV/g,0,mV,+,07/06/2014,12
PCB,Accelerometer,31926X,350B50,Acceleration,#N/A,0.526739303,mV/g,0,mV,+,10/06/2014,12
PCB,Accelerometer,31926Y,350B50,Acceleration,#N/A,0.533805108,mV/g,0,mV,+,10/06/2014,12
PCB,Accelerometer,31926Z,350B50,Acceleration,#N/A,0.504609493,mV/g,0,mV,+,07/06/2014,12
PCB,Accelerometer,31927X,350B50,Acceleration,#N/A,0.51,mV/g,0,mV,+,31/08/2010,12
PCB,Accelerometer,31927Y,350B50,Acceleration,#N/A,0.545,mV/g,0,mV,+,31/08/2010,12
PCB,Accelerometer,31927Z,350B50,Acceleration,#N/A,0.547,mV/g,0,mV,+,31/08/2010,12
PCB,Accelerometer,38483,350C02,Acceleration,0.1,0.107305655,mV/g,0,mV,+,09/05/2013,12
PCB,Accelerometer,38484,350C02,Acceleration,0.1,0.107716502,mV/g,0,mV,+,26/04/2013,12
PCB,Accelerometer,38485,350C02,Acceleration,0.1,0.108664769,mV/g,0,mV,+,09/05/2013,12
PCB,Accelerometer,38486,350C02,Acceleration,0.1,0.108,mV/g,0,mV,+,04/08/2012,12
PCB,Accelerometer,38487,350C02,Acceleration,0.1,0.11,mV/g,0,mV,+,04/08/2012,12
PCB,Accelerometer,38488,350C02,Acceleration,0.1,0.109,mV/g,0,mV,+,04/08/2012,12
PCB,Accelerometer,40297,350C02,Acceleration,0.1,0.109,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,40299,350C02,Acceleration,0.1,0.107,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,40300,350C02,Acceleration,0.1,0.111,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,40301,350C02,Acceleration,0.1,0.111,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,40435,350C02,Acceleration,0.1,0.113,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,40456,350C02,Acceleration,0.1,0.107,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,40457,350C02,Acceleration,0.1,0.111,mV/g,0,mV,+,10/04/2013,12
PCB,Accelerometer,41036,350C02,Acceleration,0.1,0.106,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41037,350C02,Acceleration,0.1,0.102,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41038,350C02,Acceleration,0.1,0.109,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41039,350C02,Acceleration,0.1,0.098,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41040,350C02,Acceleration,0.1,0.105,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41041,350C02,Acceleration,0.1,0.098,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41042,350C02,Acceleration,0.1,0.102,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41043,350C02,Acceleration,0.1,0.095,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41044,350C02,Acceleration,0.1,0.103,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41045,350C02,Acceleration,0.1,0.102,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41046,350C02,Acceleration,0.1,0.102,mV/g,0,mV,+,27/03/2013,12
PCB,Accelerometer,41047,350C02,Acceleration,0.1,0.1,mV/g,0,mV,+,28/03/2013,12
PCB,Accelerometer,41048,350C02,Acceleration,0.1,0.105,mV/g,0,mV,+,28/03/2013,12
PCB,Accelerometer,41049,350C02,Acceleration,0.1,0.103,mV/g,0,mV,+,28/03/2013,12
PCB,Accelerometer,41050,350C02,Acceleration,0.1,0.1,mV/g,0,mV,+,28/03/2013,12
