Manufacturer,Type,Serial Number,Description,Measured Quantity,Nominal sensitivity,Actual sensitivity,Sensitivity unit,Offset,Electrical Unit,Polarity,Due for Calibration,Calibration valid for
PCB,Accelerometer,LW148555X,356A01,Acceleration,5,4.738796511,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148555Y,356A01,Acceleration,5,5.06587103,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148555Z,356A01,Acceleration,5,4.617657601,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148561X,356A01,Acceleration,5,4.795751528,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148561Y,356A01,Acceleration,5,4.974477567,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148561Z,356A01,Acceleration,5,4.933293947,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148733X,356A01,Acceleration,5,4.833282117,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148733Y,356A01,Acceleration,5,4.70970864,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148733Z,356A01,Acceleration,5,4.952764985,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148735X,356A01,Acceleration,5,4.524859783,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148735Y,356A01,Acceleration,5,4.667504781,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148735Z,356A01,Acceleration,5,5.191234936,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148736X,356A01,Acceleration,5,4.889972636,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148736Y,356A01,Acceleration,5,4.726354596,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148736Z,356A01,Acceleration,5,5.004660807,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148737X,356A01,Acceleration,5,4.655054964,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148737Y,356A01,Acceleration,5,4.692223258,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148737Z,356A01,Acceleration,5,5.228140132,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148738X,356A01,Acceleration,5,4.691401506,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148738Y,356A01,Acceleration,5,4.698700092,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148738Z,356A01,Acceleration,5,5.072123549,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148739X,356A01,Acceleration,5,4.518257261,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148739Y,356A01,Acceleration,5,4.746618927,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148739Z,356A01,Acceleration,5,4.759224934,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148742X,356A01,Acceleration,5,4.676532521,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148742Y,356A01,Acceleration,5,4.725524874,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148742Z,356A01,Acceleration,5,4.512025726,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148749X,356A01,Acceleration,5,4.482640908,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148749Y,356A01,Acceleration,5,4.726616613,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148749Z,356A01,Acceleration,5,4.850974101,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148750X,356A01,Acceleration,5,4.723226645,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148750Y,356A01,Acceleration,5,4.83173636,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148750Z,356A01,Acceleration,5,4.892285341,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148751X,356A01,Acceleration,5,4.898980026,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148751Y,356A01,Acceleration,5,4.748857294,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148751Z,356A01,Acceleration,5,4.545074207,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148752X,356A01,Acceleration,5,5.01377004,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148752Y,356A01,Acceleration,5,4.865141614,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148752Z,356A01,Acceleration,5,4.556546994,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148754X,356A01,Acceleration,5,4.469769724,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148754Y,356A01,Acceleration,5,4.814819205,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148754Z,356A01,Acceleration,5,4.746784853,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148757X,356A01,Acceleration,5,4.783622772,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148757Y,356A01,Acceleration,5,4.877455676,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148757Z,356A01,Acceleration,5,4.772395678,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148809X,356A01,Acceleration,5,4.663567026,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148809Y,356A01,Acceleration,5,4.710316393,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148809Z,356A01,Acceleration,5,4.70175497,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148810X,356A01,Acceleration,5,4.600664787,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148810Y,356A01,Acceleration,5,4.933677348,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148810Z,356A01,Acceleration,5,4.930847267,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW148811X,356A01,Acceleration,5,4.322869085,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148811Y,356A01,Acceleration,5,4.578472989,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148811Z,356A01,Acceleration,5,4.816445822,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148813X,356A01,Acceleration,5,4.731360276,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148813Y,356A01,Acceleration,5,4.685447872,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW148813Z,356A01,Acceleration,5,5.011021029,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW149012X,356A01,Acceleration,5,4.844105229,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW149012Y,356A01,Acceleration,5,4.907134555,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW149012Z,356A01,Acceleration,5,4.79208842,mV/g,0,mV,+,28/04/2016,12
PCB,Accelerometer,LW149015X,356A01,Acceleration,5,4.428738341,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149015Y,356A01,Acceleration,5,4.750845076,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149015Z,356A01,Acceleration,5,4.802054103,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149016X,356A01,Acceleration,5,5.295059198,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149016Y,356A01,Acceleration,5,5.641934955,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149016Z,356A01,Acceleration,5,5.321515004,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149017X,356A01,Acceleration,5,5.326518623,mV/g,0,mV,+,11/12/2015,12
PCB,Accelerometer,LW149017Y,356A01,Acceleration,5,5.162002893,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149017Z,356A01,Acceleration,5,4.996028967,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149019X,356A01,Acceleration,5,5.267133097,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149019Y,356A01,Acceleration,5,5.436458199,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149019Z,356A01,Acceleration,5,5.473180407,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149134X,356A01,Acceleration,5,4.639460963,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149134Y,356A01,Acceleration,5,4.906273142,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149134Z,356A01,Acceleration,5,4.648939678,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149135X,356A01,Acceleration,5,4.436184582,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149135Y,356A01,Acceleration,5,4.412292843,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149135Z,356A01,Acceleration,5,4.768902949,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149161X,356A01,Acceleration,5,4.830821782,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149161Y,356A01,Acceleration,5,4.696411263,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149161Z,356A01,Acceleration,5,4.762446197,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149560X,356A01,Acceleration,5,4.63412558,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149560Y,356A01,Acceleration,5,4.87483212,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149560z,356A01,Acceleration,5,4.962209148,mV/g,0,mV,+,12/12/2015,12
PCB,Accelerometer,LW149561X,356A01,Acceleration,5,4.605973002,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149561Y,356A01,Acceleration,5,5.036553576,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149561Z,356A01,Acceleration,5,4.672612556,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149562X,356A01,Acceleration,5,4.771958252,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149562Y,356A01,Acceleration,5,4.980452214,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149562Z,356A01,Acceleration,5,4.871234575,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149563X,356A01,Acceleration,5,4.402593777,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149563Y,356A01,Acceleration,5,4.952665336,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149563Z,356A01,Acceleration,5,4.689520999,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149585X,356A01,Acceleration,5,4.680035972,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149585Y,356A01,Acceleration,5,4.837044963,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149585Z,356A01,Acceleration,5,4.912963529,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149813X,356A01,Acceleration,5,4.861686806,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149813Y,356A01,Acceleration,5,4.803386506,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149813Z,356A01,Acceleration,5,5.041504056,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149814X,356A01,Acceleration,5,4.442965714,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149814Y,356A01,Acceleration,5,4.830574873,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149814Z,356A01,Acceleration,5,4.885164762,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149815X,356A01,Acceleration,5,4.979543267,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149815Y,356A01,Acceleration,5,4.57798354,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149815Z,356A01,Acceleration,5,4.507215047,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149816X,356A01,Acceleration,5,4.69903872,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149816Y,356A01,Acceleration,5,4.449962436,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149816Z,356A01,Acceleration,5,4.715595375,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW149817X,356A01,Acceleration,5,4.806520472,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149817Y,356A01,Acceleration,5,4.702067143,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW149817Z,356A01,Acceleration,5,4.638878217,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150004X,356A01,Acceleration,5,4.911636226,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150004Y,356A01,Acceleration,5,4.632409569,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150004Z,356A01,Acceleration,5,4.728464281,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150005X,356A01,Acceleration,5,4.737121213,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150005Y,356A01,Acceleration,5,4.827304101,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150005Z,356A01,Acceleration,5,4.92781254,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150007X,356A01,Acceleration,5,4.801599972,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150007Y,356A01,Acceleration,5,4.738057826,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150007Z,356A01,Acceleration,5,4.857060529,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150008X,356A01,Acceleration,5,4.717028899,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150008Y,356A01,Acceleration,5,4.573183156,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150008Z,356A01,Acceleration,5,4.567685766,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150133X,356A01,Acceleration,5,4.47147202,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150133Y,356A01,Acceleration,5,4.802135968,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150133Z,356A01,Acceleration,5,5.029182956,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150134X,356A01,Acceleration,5,4.359376713,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150134Y,356A01,Acceleration,5,4.707342572,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150134Z,356A01,Acceleration,5,4.749537322,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150135X,356A01,Acceleration,5,4.820603658,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150135Y,356A01,Acceleration,5,4.850324028,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150135Z,356A01,Acceleration,5,4.732286836,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150136X,356A01,Acceleration,5,4.591152722,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150136Y,356A01,Acceleration,5,4.682114771,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150136Z,356A01,Acceleration,5,4.731491373,mV/g,0,mV,+,15/12/2015,12
PCB,Accelerometer,LW150137X,356A01,Acceleration,5,4.65783831,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150137Y,356A01,Acceleration,5,4.456297856,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150137Z,356A01,Acceleration,5,0.002227018,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150326X,356A01,Acceleration,5,5.3523648,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150326Y,356A01,Acceleration,5,4.741527521,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150326Z,356A01,Acceleration,5,4.699743556,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150328X,356A01,Acceleration,5,4.655883183,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150328Y,356A01,Acceleration,5,4.736546125,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150328Z,356A01,Acceleration,5,4.866903184,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150329X,356A01,Acceleration,5,4.837922011,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150329Y,356A01,Acceleration,5,4.56185804,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150329Z,356A01,Acceleration,5,4.703905717,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150383X,356A01,Acceleration,5,4.196585122,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150383Y,356A01,Acceleration,5,4.542918354,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150383Z,356A01,Acceleration,5,4.709861359,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150384X,356A01,Acceleration,5,4.190798567,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150384Y,356A01,Acceleration,5,4.479178668,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150384Z,356A01,Acceleration,5,4.173290468,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150386X,356A01,Acceleration,5,4.331414473,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150386Y,356A01,Acceleration,5,4.688714392,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150386Z,356A01,Acceleration,5,4.791292816,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150455X,356A01,Acceleration,5,4.595226448,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150455Y,356A01,Acceleration,5,4.292262535,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150455Z,356A01,Acceleration,5,4.676323271,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150456X,356A01,Acceleration,5,4.356529316,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150456Y,356A01,Acceleration,5,4.36192133,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150456Z,356A01,Acceleration,5,4.32086518,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150458X,356A01,Acceleration,5,4.598929779,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150458Y,356A01,Acceleration,5,4.522612211,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150458Z,356A01,Acceleration,5,4.635166095,mV/g,0,mV,+,30/04/2016,12
PCB,Accelerometer,LW150459X,356A01,Acceleration,5,4.711080324,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150459Y,356A01,Acceleration,5,4.301199348,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW150459Z,356A01,Acceleration,5,4.494237486,mV/g,0,mV,+,29/04/2016,12
PCB,Accelerometer,LW157728X,356A01,Acceleration,5,5.239989318,mV/g,0,mV,+,03/06/2016,12
PCB,Accelerometer,LW157728Y,356A01,Acceleration,5,5.534005665,mV/g,0,mV,+,03/06/2016,12
PCB,Accelerometer,LW157728Z,356A01,Acceleration,5,4.890780348,mV/g,0,mV,+,03/06/2016,12
PCB,Accelerometer,LW157995X,356A01,Acceleration,5,4.816969478,mV/g,0,mV,+,03/06/2016,12
PCB,Accelerometer,LW157995Y,356A01,Acceleration,5,5.177311719,mV/g,0,mV,+,03/06/2016,12
PCB,Accelerometer,LW157995Z,356A01,Acceleration,5,5.15667364,mV/g,0,mV,+,03/06/2016,12
PCB,Accelerometer,LW158141x,356A01,Acceleration,5,4.717369583,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW158141y,356A01,Acceleration,5,5.347099413,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW158141z,356A01,Acceleration,5,4.921880463,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW158142x,356A01,Acceleration,5,5.058739873,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW158142y,356A01,Acceleration,5,5.481810966,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW158142z,356A01,Acceleration,5,5.203253151,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW158145x,356A01,Acceleration,5,5.001003125,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158145y,356A01,Acceleration,5,5.072826038,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158145z,356A01,Acceleration,5,4.848022813,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158525x,356A01,Acceleration,5,4.995821967,mV/g,0,mV,+,10/09/2016,12
PCB,Accelerometer,LW158525y,356A01,Acceleration,5,4.860559243,mV/g,0,mV,+,10/09/2016,12
PCB,Accelerometer,LW158525z,356A01,Acceleration,5,4.771208288,mV/g,0,mV,+,10/09/2016,12
PCB,Accelerometer,LW158526x,356A01,Acceleration,5,4.965307507,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158526y,356A01,Acceleration,5,4.75480995,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158526z,356A01,Acceleration,5,4.867446525,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158556x,356A01,Acceleration,5,5.087065984,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158556y,356A01,Acceleration,5,5.226586831,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158556z,356A01,Acceleration,5,5.107681516,mV/g,0,mV,+,03/07/2016,12
PCB,Accelerometer,LW158559X,356A01,Acceleration,5,5.074525413,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW158559Y,356A01,Acceleration,5,5.277014509,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW158559Z,356A01,Acceleration,5,5.347855178,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159110x,356A01,Acceleration,5,5.381713126,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159110y,356A01,Acceleration,5,4.962142104,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159110z,356A01,Acceleration,5,4.986798569,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159111X,356A01,Acceleration,5,5.391415943,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159111Y,356A01,Acceleration,5,5.00543082,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159111Z,356A01,Acceleration,5,4.739306088,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159112x,356A01,Acceleration,5,5.264499698,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159112y,356A01,Acceleration,5,5.193713249,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159112z,356A01,Acceleration,5,5.354461884,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159355X,356A01,Acceleration,5,4.969968083,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159355Y,356A01,Acceleration,5,5.078150701,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159355Z,356A01,Acceleration,5,4.849868492,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159357X,356A01,Acceleration,5,4.974141084,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159357Y,356A01,Acceleration,5,5.219335653,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159357Z,356A01,Acceleration,5,5.125862882,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159359X,356A01,Acceleration,5,5.540824672,mV/g,0,mV,+,26/05/2016,12
PCB,Accelerometer,LW159359Y,356A01,Acceleration,5,4.891352627,mV/g,0,mV,+,26/05/2016,12
PCB,Accelerometer,LW159359Z,356A01,Acceleration,5,4.785366453,mV/g,0,mV,+,26/05/2016,12
PCB,Accelerometer,LW159366x,356A01,Acceleration,5,5.568837659,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159366y,356A01,Acceleration,5,5.138594052,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159366z,356A01,Acceleration,5,4.908940493,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159630x,356A01,Acceleration,5,4.978153853,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159630y,356A01,Acceleration,5,4.915699835,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159630z,356A01,Acceleration,5,5.133510404,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159631X,356A01,Acceleration,5,5.12263783,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159631Y,356A01,Acceleration,5,5.279683687,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159631Z,356A01,Acceleration,5,4.623861342,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159632X,356A01,Acceleration,5,4.93710418,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159632Y,356A01,Acceleration,5,5.083793434,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159632Z,356A01,Acceleration,5,5.065356398,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159633X,356A01,Acceleration,5,5.618813846,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159633Y,356A01,Acceleration,5,4.798286963,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159633Z,356A01,Acceleration,5,5.523714873,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159634X,356A01,Acceleration,5,4.551345666,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159634Y,356A01,Acceleration,5,5.207987565,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159634Z,356A01,Acceleration,5,5.174036494,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159868x,356A01,Acceleration,5,4.843936548,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW159868y,356A01,Acceleration,5,5.04844919,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW159868z,356A01,Acceleration,5,5.083024188,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW159869X,356A01,Acceleration,5,4.979133514,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159869Y,356A01,Acceleration,5,4.955873289,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159869Z,356A01,Acceleration,5,5.299043291,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159870x,356A01,Acceleration,5,5.272473021,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW159870y,356A01,Acceleration,5,4.591832316,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW159870z,356A01,Acceleration,5,5.379218533,mV/g,0,mV,+,09/09/2016,12
PCB,Accelerometer,LW159871X,356A01,Acceleration,5,5.176297363,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159871Y,356A01,Acceleration,5,5.072073693,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159871Z,356A01,Acceleration,5,4.964855537,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159908x,356A01,Acceleration,5,5.438037075,mV/g,0,mV,+,28/08/2015,12
PCB,Accelerometer,LW159908y,356A01,Acceleration,5,4.907017561,mV/g,0,mV,+,28/08/2015,12
